customer_tweet_id,customer_text,response_tweet_id,response_text,customer_text_clean
348975,@AmazonHelp  https://t.co/DW0NbaOKHZ,348973.0,"@186820 Sorry to hear that, what's the current status of the tracking? ^JJ",https://t.co/DW0NbaOKHZ
586822,"@AmazonHelp ""The Amazon account currently linked to this Twitch account has already claimed this offer with a different Twitch account. Please see the FAQ for more information.""",586821.0,@258577 Can you please tell us the exact error message you're receiving? ^SW,"""The Amazon account currently linked to this Twitch account has already claimed this offer with a different Twitch account. Please see the FAQ for more information."""
1247750,"@AmazonHelp UPS —the company is called Looseplus, I believe.",1247749.0,@412748 Sorry you haven't received your order yet! Who is the carrier for this order: https://t.co/Y5jpI9gRhE? ^JP,"UPS —the company is called Looseplus, I believe."
2290599,"@AmazonHelp I checked now. And could you tell me where I should send the statement detail now?
I did not find the option to revert back that message.",2290598.0,@665365 You should've received a correspondence from our team. Kindly check it here: https://t.co/fYrzNInVt2. ^AP,I checked now. And could you tell me where I should send the statement detail now? I did not find the option to revert back that message.
2849038,"@AmazonHelp I do, but it only offers to import collections from a previous install on macOS, and not the collections on my iOS devices. These collections, again, are completely unrelated and disjoint from the collections in the iOS app",2849037.0,"@599253 When you click on the ""+"" down by Collections you should be presented with an option to import. From here you'll be able to choose which device you would like to import said collections from. Do you see this as an option when clicking? ^TM","I do, but it only offers to import collections from a previous install on macOS, and not the collections on my iOS devices. These collections, again, are completely unrelated and disjoint from the collections in the iOS app"
2329639,"@AmazonHelp Pending... tickets have been placed, nobody has any information. It's baffling to me",2329638.0,@298983 I'm sorry your item hasn't arrived as expected! What's the latest tracking status show here: https://t.co/Y5jpI9gRhE? ^KP,"Pending... tickets have been placed, nobody has any information. It's baffling to me"
347591,"@AmazonHelp Yes. They were suppose to initiate a feedback call, haven't received any yet.",347590.0,@198775 will take care of your concern at once.  Have you reported this to our support team here: https://t.co/2t6DQoUmNZ ? (2/2)^HR,"Yes. They were suppose to initiate a feedback call, haven't received any yet."
2940185,"@AmazonHelp Bonjour :)Aujourd'hui et d'après votre site j'ai était livré a 11h55 ce matin. Du coup j'ai contacté DHL.",2940184.0,"@812610 Bonjour, la date de livraison était prévue pour quand exactement ? ^AR",Bonjour :) Aujourd'hui et d'après votre site j'ai était livré a 11h55 ce matin. Du coup j'ai contacté DHL.
101834,"@AmazonHelp @138306 Dude, type Snapdeal in your search bar and maybe you'll find some more. 😂",101832.0,"@138306 Thank you for flagging this, however could you please help us with the product link so that we can review it directly. ^SU","Dude, type Snapdeal in your search bar and maybe you'll find some more. 😂"
2870663,@AmazonHelp  https://t.co/YuryeSbYqj,2870661.0,"@797117 Hola, Albert. Lamento el contratiempo. ¿Qué te indicó nuestro Servicio al Cliente? ¿Qué opciones te brindaron? ^JQ",https://t.co/YuryeSbYqj
2722689,@AmazonHelp @763812 Are you doing anything about the endless number of fake reviews across all of your channels?  I’ve completely lost faith in the one marketplace I used to trust.  Top ranking products are almost all boosted up their with fakes! What are you doing to be proactive?,2722688.0,"@763812 Sorry to know fake reviews are being posted by a seller, kindly report this to our support team here: https://t.co/TdDksLo6Mf. We'll definitely look into it. ^PS",Are you doing anything about the endless number of fake reviews across all of your channels? I’ve completely lost faith in the one marketplace I used to trust. Top ranking products are almost all boosted up their with fakes! What are you doing to be proactive?
1386514,@AmazonHelp Store and I've had that store lose items in the past that were drop off in the return box.,1386512.0,"@126334 Hey - Refunds times may vary, Januari! Please see more here: https://t.co/495PxNc2oz ^CS",Store and I've had that store lose items in the past that were drop off in the return box.
182728,"@AmazonHelp Sim, sou sim. Eu já terminei de ler todas as minha HQs. Eu queria muito continuar a ler Ms. Marvel. Livro eu tô lendo da autora Tessa Dare.",182729.0,"@158994 Você é uma amante da leitura, né! Você está lendo algum livro no momento? ^HC","Sim, sou sim. Eu já terminei de ler todas as minha HQs. Eu queria muito continuar a ler Ms. Marvel. Livro eu tô lendo da autora Tessa Dare."
1173047,@AmazonHelp Hi again. It still isn't here. I've paid for Prime and it's taken 5 days so far. This is crazy.,1173046.0,"@395904 We deliver until 21:00, Emily. Please let us know if it doesn't arrive by then. ^AD",Hi again. It still isn't here. I've paid for Prime and it's taken 5 days so far. This is crazy.
605095,"@AmazonHelp It's my son's bday today. He is waiting for his gift. I am heading home, what should I tell him? @115821 @119356",605094.0,@263833 We apologize for the time taken here. We are working on your order and will get it home at the earliest. ^CB,"It's my son's bday today. He is waiting for his gift. I am heading home, what should I tell him?"
416969,"@AmazonHelp Don’t worry. I checked over, says it is. Reset my Xbox and it’s working now :)",416968.0,@150583 That's strange! Are you seeing that your Prime membership is active here: https://t.co/itBOBEmkis? ^JM,"Don’t worry. I checked over, says it is. Reset my Xbox and it’s working now :)"
2766994,"@AmazonHelp That's very misleading ,2 day shipping should be 2 day shipping, it doesn't say anywhere about processing",2766993.0,"@773765 Hello Kasia. I can confirm 2 day delivery option would be from the date the item dispatches. Once you select your address, the system will determine the estimated date based on the location of the item from your address. ^GA","That's very misleading ,2 day shipping should be 2 day shipping, it doesn't say anywhere about processing"
1057328,@AmazonHelp You provided the service to sell the product and because you delivered it broken we should be given a replacement at the price we paid for??,1057326.0,@369653 to replace an item. We will certainly refund your item. Here's a link you can use to return: https://t.co/ry18aUsuCv ^EM 2/2,You provided the service to sell the product and because you delivered it broken we should be given a replacement at the price we paid for??
856041,@AmazonHelp https://t.co/uwLltInzJI,856042.0,@323282 What Amazon website do you use? https://t.co/xJXEJm9Z6c? ^JJ,https://t.co/uwLltInzJI
2281440,@AmazonHelp It’s a flat address. The delivery driver hasn’t read it as a flat address and tried delivering to a house that had the flat number,2281441.0,"@663167 Without providing any personal details, can you let us know if this address is more difficult to find or perhaps a new build? Have you reached out to us directly so that we can forward some additional delivery information? ^KI",It’s a flat address. The delivery driver hasn’t read it as a flat address and tried delivering to a house that had the flat number
644736,"@AmazonHelp Yes, other commands are working fine",644735.0,@273029 Thanks for the update! Is Alexa still responding to other commands normally? ^GS,"Yes, other commands are working fine"
1740760,@AmazonHelp This is not the first time this has happened.  It’s literally every single phone call. Which turns into more than one call because of it,1740758.0,"@525204 I'm so sorry for the negative experience! Without including personal info, can you tell us more about what happened? ^JN",This is not the first time this has happened. It’s literally every single phone call. Which turns into more than one call because of it
244716,"@AmazonHelp Alright I guess I'll cancel my pre order and order else where, thanks.",244715.0,"@174124 I'm sorry, the Beta code is only available if the order was placed by October 1st. More info here: https://t.co/olGcrkGGR8 ^RA","Alright I guess I'll cancel my pre order and order else where, thanks."
1179636,@AmazonHelp Ordered something else on next day to the same locker for today Tuesday. No sign of it delivered.,1179635.0,@235758 I'm sorry to hear this! Have we missed the delivery date given in your confirmation e-mail here: https://t.co/wBGKKc6elY? ^KP,Ordered something else on next day to the same locker for today Tuesday. No sign of it delivered.
498413,"@AmazonHelp Honestly, I used to check Amazon first for any items I need, but lately I've just been trying to avoid using Amazon for my online purchases as a result.",498412.0,"@233978 I'm very sorry for the frustration, Amirah! Have you had trouble with a recent order/delivery? Could you tell us more details about what's going on? HM","Honestly, I used to check Amazon first for any items I need, but lately I've just been trying to avoid using Amazon for my online purchases as a result."
1189491,"@AmazonHelp ご丁寧な対応ありがとうございます。

お届け予定日は明日となってますので、明日に来なければその様に致します。",1188521.0,@399493 ご不便をお掛けしております。お届け予定日は過ぎておりますでしょうか？お届け予定日を過ぎている場合には、ご注文商品がAmazonが発送する商品であればリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,ご丁寧な対応ありがとうございます。 お届け予定日は明日となってますので、明日に来なければその様に致します。
140903,@AmazonHelp Still haven't got any refund how long?,140902.0,@146916 Thanks for confirming that you've provided your details. Please allow us some time and we'll reach out. ^KA,Still haven't got any refund how long?
1208673,@AmazonHelp C'est quand même compréhensible que cette situation soit gênante ?,1208674.0,@403781 Il n'est malheureusement pas possible de vous garantir une livraison dans la matinée ou en mains propres. ^FA,C'est quand même compréhensible que cette situation soit gênante ?
1374051,@AmazonHelp Now it says today until the 31st.,1374050.0,@439817 So sorry about the delay! What does your tracking information say here: https://t.co/Y5jpI9gRhE ^LS,Now it says today until the 31st.
2487057,@AmazonHelp They only refunded me for one month when it was taken out of my account for 7 months. I’d like a refund for all 7 months.,2487056.0,"@710352 Hello Barbara, we're sorry for the inconvenience this has caused. We would love to help! Where you able to determine the origin of the charge and come to a resolution? ^TE",They only refunded me for one month when it was taken out of my account for 7 months. I’d like a refund for all 7 months.
2318788,"@AmazonHelp I’m in touch with the carrier when they ring my doorbell. I don’t bother wasting my time to call anymore - they just tell you to track it online. 

Stop saying/texting that things “will be delivered on DATE” - you guarantee nothing. It’s an empty promise...",2318787.0,@672154 I am sorry to hear this. Can I ask have you been in touch with the carrier and if so have they advised you the reason for the delay here?^GA,I’m in touch with the carrier when they ring my doorbell. I don’t bother wasting my time to call anymore - they just tell you to track it online. Stop saying/texting that things “will be delivered on DATE” - you guarantee nothing. It’s an empty promise...
1721012,@AmazonHelp Reporting to twitter or your team is not helping. Neither is solving the problem. Worst service and support,1721011.0,@132485 Apologies for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9. We'll help with the return.^AR,Reporting to twitter or your team is not helping. Neither is solving the problem. Worst service and support
71963,"@AmazonHelp I tried getting I cleared up.  I understand unforeseen circumstances, it’s the way it was handled after that was the problem.  I’m clearing it up with my credit card company.",71961.0,"@132146 I'm sorry for the hassle! Unforeseen circumstances do occur, but we're here to help clear this up! 
 I'd like a member of our team to help with this. Pls provide some additional info, &amp; we'll get this sorted out &amp; be in touch w/ you directly: https://t.co/v8snO37xSH  ^KN","I tried getting I cleared up. I understand unforeseen circumstances, it’s the way it was handled after that was the problem. I’m clearing it up with my credit card company."
339159,"@AmazonHelp Tuesday, October 10th",339158.0,@196978 I'm sorry your book hasn't shipped yet. Can you tell us what the delivery date stated in your order confirmation e-mail was? ^AC,"Tuesday, October 10th"
318081,"@AmazonHelp After sevral rude messages from supplier, an email to your customer service (who are brilliant)looks hopeful in getting my full item refund.",318080.0,"@191898 Thanks for confirming, Sellers have 2 business days to reply to messages. Please keep us updated. ^JJ","After sevral rude messages from supplier, an email to your customer service (who are brilliant)looks hopeful in getting my full item refund."
2835569,"@AmazonHelp Foi vendido pela Amazon, sim!",2835568.0,@789275 Poderia confirmar se o produto é vendido e gestionado por Amazon ou por um vendedor externo? ^DA,"Foi vendido pela Amazon, sim!"
439211,@AmazonHelp I heard people are not hunarring their cometments of cash on delivery.,439212.0,@219315 I'm sorry but I couldn't comprehend your statement. Please rephrase and elaborate. ^SF,I heard people are not hunarring their cometments of cash on delivery.
674337,@AmazonHelp Already submitted all information.  I feel looted by Amazon,674336.0,@280821 That's strange. Let us have this checked and work on the delivery. Kindly fill in your details here https://t.co/CNosO0BIJs and we'll reach out to you for assistance. ^VM,Already submitted all information. I feel looted by Amazon
2826405,@AmazonHelp Si sono acquisti con account Prime del Black Friday,2826404.0,@787314 Era spedito da Amzon come spedizione Prime? ^MA,Si sono acquisti con account Prime del Black Friday
283165,@AmazonHelp Il est aussi indiqué qu'elle est sortie en septembre 2017alors qu'il est indiqué juillet 2017 pour la 3e !,283177.0,"@183448 Bonjour, il est indiqué sur la page de la 2ème édition qu'il existe une édition plus récente de cet article(3ème). ^MH https://t.co/w0ree7Y5W9",Il est aussi indiqué qu'elle est sortie en septembre 2017alors qu'il est indiqué juillet 2017 pour la 3e !
641756,@AmazonHelp Thanks for your help have sent them an email,641755.0,"@272303 If you haven't already, please try another device or if on the same device another browser. This could very well be a cache/cookie error causing you to just loop. If still nothing, please contact us here: https://t.co/J5cVftJLZO for further review. ^TM",Thanks for your help have sent them an email
133714,"@AmazonHelp Kann die zuständige Kollegin vielleicht anrufen? Wäre schön, wenn es möglich ist.",133713.0,@146143 Ich gebs dem Kollegen gleich weiter. ^AV,"Kann die zuständige Kollegin vielleicht anrufen? Wäre schön, wenn es möglich ist."
2153184,@AmazonHelp Disseram que tentaram 3 vezes entregar o livro. Na segunda fiquei o dia na janela pra receber o livro em vão. Mentiram na cara dura,2153183.0,"@632680 Sinto muito o inconveniente Allisson, poderia me explicar mais detalhadamente o acontecido sem publicar detalhes da sua conta?^AZ",Disseram que tentaram 3 vezes entregar o livro. Na segunda fiquei o dia na janela pra receber o livro em vão. Mentiram na cara dura
2438423,"@AmazonHelp It doesn't help. All of the links take me to the prime signup page. I can't add my student email because your shit is broken,",2438422.0,@699428 Have you had an opportunity to follow the steps in this link: https://t.co/Lih7ct19Xf ? Let us know if this helps you add your student email address to your account! ^FR,"It doesn't help. All of the links take me to the prime signup page. I can't add my student email because your shit is broken,"
735709,@AmazonHelp __email__ is my email.. At least u should have intimated or called me..i want my order... Plz do something plz,735711.0,@295992 We certainly did not expect this to happen. Any order related information will be shared with you via email. (1/2) ^JS,__email__ is my email.. At least u should have intimated or called me..i want my order... Plz do something plz
1608426,@AmazonHelp Won’t let me do that.,1608425.0,@481480 Please try reinstalling the app to see if that helps. ^KM,Won’t let me do that.
1099282,@AmazonHelp Thanks for solving my problem.......,1099281.0,@378251 Thank you for understanding. ^AP,Thanks for solving my problem.......
2754686,@AmazonHelp Danke. Das wäre ein brauchbares Feature - gerade wenn man am Smartphone streamt,2754685.0,@337357 Leider gibt es diese Funktion nicht. Ich geb es aber gerne als Vorschlag an unsere Entwickler weiter. Liebe Grüße ^AN,Danke. Das wäre ein brauchbares Feature - gerade wenn man am Smartphone streamt
1312555,@AmazonHelp Can I get the number to contact Amazon India customer helpline,1312554.0,@426695 Please contact our customer service team here: https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^SI,Can I get the number to contact Amazon India customer helpline
742459,@AmazonHelp I only want to replace belt and not other items.pls guide.,742443.0,@297521 We apologize for the mismatch. Allow our support team to investigate. You can report this here: https://t.co/R3EfhzgU8B (1/2) ^CB,I only want to replace belt and not other items.pls guide.
1342619,"@AmazonHelp Ich möchte keine Formulare ausfüllen, sondern meine garantiert zu liefernde Ware erhalten!",1342618.0,"@309913 Bitte melde dich im Kundenservice, wenn Lieferungen nicht planmäßig ankommen: https://t.co/5RHhEVutwe ^BL","Ich möchte keine Formulare ausfüllen, sondern meine garantiert zu liefernde Ware erhalten!"
440291,@AmazonHelp Nothing. He's given them alternative emails and phone numbers. We're shocked as we know this is unlike you guys!,440290.0,"@219479 Has he received any e-mails with instructions? I'd recommend asking him to check his junk/spam folder, as well. ^WT",Nothing. He's given them alternative emails and phone numbers. We're shocked as we know this is unlike you guys!
1286997,@AmazonHelp I had a problem with Amazon Brazil two weeks ago so I contacted https://t.co/rQQ7HDbVvr and they sent me email to make a complain to HQ,1286998.0,"@421025 Hi Jenny! Please, can you give us more details about the situation? ^HC",I had a problem with Amazon Brazil two weeks ago so I contacted https://t.co/rQQ7HDbVvr and they sent me email to make a complain to HQ
523502,@AmazonHelp https://t.co/W1kdKR52bu,523501.0,"@240971 Was the order placed via https://t.co/nUUp5MtGzL. https://t.co/ykTUEmv3I8, Amazon.in, Amazon.de or a different Amazon site? ^DO",https://t.co/W1kdKR52bu
1306418,"@AmazonHelp Well its more than 24h now, I live alone, and the delivery address is correct but no package",1306417.0,"@271005 I'm sorry your order hasn't been received! Please check here: https://t.co/WmuLLYkoA0, for help in locating your package.^LH","Well its more than 24h now, I live alone, and the delivery address is correct but no package"
14017,"@AmazonHelp #AmazonFresh, Just send me the damned written protocol given customers 4 the disposition of the delivery totes post-delivery.  I'd hoped 2 have a productive discussion 4 accommodating this service in Urban areas.  Guess not.  Your totes'll B going in2 the trash. U must B Trumpery",14015.0,@118951 We cannot accommodate this request via Twitter. Please send us your details using the link provided by FR. ^GR,"#AmazonFresh, Just send me the damned written protocol given customers 4 the disposition of the delivery totes post-delivery. I'd hoped 2 have a productive discussion 4 accommodating this service in Urban areas. Guess not. Your totes'll B going in2 the trash. U must B Trumpery"
1722169,@AmazonHelp Yes. I am eligible to return but I didn’t want to send it if the box being damaged would be a problem,1722168.0,"@317275 Hi, did you visit our online returns center to create a returns label? ^AS",Yes. I am eligible to return but I didn’t want to send it if the box being damaged would be a problem
1377433,"@AmazonHelp I hope ur team really considers this.
More of a wish than a comment.. delighting me to the extremes if the wish is granted! 😊
@117634",1377432.0,"@185985 Currently, this isn't one of the prime benefits. I'll surely pass on your comments to our concerned team. ^SH",I hope ur team really considers this. More of a wish than a comment.. delighting me to the extremes if the wish is granted! 😊
354489,@AmazonHelp I am amazed how hard you folks are working at resolving the issue (hope you sense the sarcasm and disgust) #pathetic upgraded to #disgusting,354490.0,"@200264 I do get your concern. Please be assured, we're working on this. ^HN",I am amazed how hard you folks are working at resolving the issue (hope you sense the sarcasm and disgust) #pathetic upgraded to #disgusting
913367,"@AmazonHelp  thanks for the support, I would rather be happy to have a replacement but unfortunately there is only a refund.",913364.0,@336911 I'm sorry to know about the defective item delivered. Kindly contact our team here: https://t.co/vlvfJr4nN9 ^GK,"thanks for the support, I would rather be happy to have a replacement but unfortunately there is only a refund."
71969,@AmazonHelp The current tracking has been moved to the 29th - Dec 1st,71968.0,@132147 So sorry for the trouble! Have you received any e-mail regarding a delay? What does the current tracking indicate for your order? You can find this information here: https://t.co/Y5jpI9gRhE. ^VB,The current tracking has been moved to the 29th - Dec 1st
2668718,@AmazonHelp Here is what I get after placing a call only get the voice message that we are unable to find your product !! https://t.co/0OcZAQ0G6x,2668719.0,"@264061 Apologies for the delay, please contact us here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^SU",Here is what I get after placing a call only get the voice message that we are unable to find your product !! https://t.co/0OcZAQ0G6x
1486637,@AmazonHelp Thanks for the great suggestions!!! are you serious??? is this is how you respond to the issues??,1486636.0,@465247 We've received your details and we'll get back to you soon. ^PS,Thanks for the great suggestions!!! are you serious??? is this is how you respond to the issues??
1886104,@AmazonHelp Atleast let me know when will I receive my refund,1886102.0,"@159106 If you've shared your details as requested above, we'll get back to you at the earliest with an update. ^HA",Atleast let me know when will I receive my refund
352875,@AmazonHelp I have written to the support team now. Hope this will be resolved soon.,352871.0,"@199899 I'm sorry about that delay in the delivery of your order. That's certainly unusual. May I know if you've tried reporting this to our support team here: https://t.co/vlvfJr4nN9 ? Also, please  don't provide your order details, as we consider 1/2 ^EM",I have written to the support team now. Hope this will be resolved soon.
919485,"@AmazonHelp Yes, can’t wait to get my hands on it. 😁😁",919486.0,@338261 Glad to know that. I'm sure you'll have fun using it. ^NS,"Yes, can’t wait to get my hands on it. 😁😁"
671632,"@AmazonHelp Fulfilled by amazon, https://t.co/kVUwu7ExFZ",671631.0,@280256 What item are you trying to order? Is it fulfilled by Amazon or a seller? ^MI,"Fulfilled by amazon, https://t.co/kVUwu7ExFZ"
1270339,@AmazonHelp I won't write or talk anymore to you guys. It's a waste of time. Valued customers my foot. No more orders from us.,1270338.0,@417421 want you to experience. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll help you with the available options. 2/2 ^MJ,I won't write or talk anymore to you guys. It's a waste of time. Valued customers my foot. No more orders from us.
451993,@AmazonHelp Sport to have bothered you.,451992.0,@222201 You may also reach out to us directly to leave carrier feedback on your behalf here: https://t.co/CQQ96IjJuv ^CL,Sport to have bothered you.
