tweet_id,author_id,created_at,text,final_intent
326313,193740,Mon Oct 09 05:24:59 +0000 2017,@AmazonHelp I filled the form yesterday and still waiting for YOU to revert. 3rd day of #amazonprime delivery.#Joke,delivery_issue
787167,307770,Fri Oct 13 05:02:14 +0000 2017,@AmazonHelp We have already done this. Which part r u not understanding. We are getting standard answer thru IVR. Pls give sme no to speak to,complaint_or_escalation
1450031,456475,Thu Nov 02 17:15:21 +0000 2017,@AmazonHelp No. It was a book preorder for @129184 ‘Secret for the Mad’,product_availability
2451668,702526,Sun Oct 29 17:53:40 +0000 2017,@AmazonHelp It was fulfilled by Amazon with Prime Shipping.,order_status
656144,276095,Wed Nov 22 22:35:03 +0000 2017,@AmazonHelp Not yet but will not be surprised due to the fact that it has not yet been dispatched,delivery_issue
1434127,452971,Thu Nov 02 22:27:09 +0000 2017,@AmazonHelp Spoke via chat and basically it's tough! https://t.co/VEYEeAJDMU,complaint_or_escalation
1529965,474840,Fri Nov 03 20:02:22 +0000 2017,@AmazonHelp I’ve had multiple bad experiences this year and I’ve rolled with it but it’s getting utterly ridiculous. Phone support was no help at all,complaint_or_escalation
2282907,204331,Sat Nov 11 22:03:55 +0000 2017,@AmazonHelp Thanks! Just ordered a replacement!,other
613942,219031,Sat Nov 25 17:15:55 +0000 2017,@AmazonHelp I am No longer a prime member,prime_membership
295364,186346,Fri Oct 06 18:17:41 +0000 2017,@AmazonHelp My order didn’t ship until TWO DAYS after I ordered! #fail,delivery_issue
183008,159043,Thu Oct 05 13:35:36 +0000 2017,"@AmazonHelp 2nd day in a row. Do you not use safe places anymore. Why are people paying for a prime service, when we don't get one. https://t.co/IgOLLLbE6i",delivery_issue
1429847,452074,Thu Nov 02 07:32:39 +0000 2017,@AmazonHelp I have messaged Amazon a couple of times and nobody bothered to pick it up.,complaint_or_escalation
1678569,510543,Mon Nov 06 15:40:14 +0000 2017,@AmazonHelp Beide Male 06.11. Nur eines ist angekommen. Bestellt letzten Mi abend und Do früh. Beim Kauf hieß es aber Prime Premiumversand zum 03.11.,delivery_issue
2141369,629690,Thu Nov 09 00:54:44 +0000 2017,@AmazonHelp C’est bien parfois de montrer aux entreprises qui gerent qu’on le voit 👍🏽 pensez à le dire à ceux qui ne le voient pas (employés etc) 👍🏽☺️,other
2520553,677334,Thu Nov 16 01:24:06 +0000 2017,@AmazonHelp Nothing! It was 50 miles from me 3:50 am and no updates until after 8pm today,order_status
962030,348283,Sun Oct 22 03:17:45 +0000 2017,@AmazonHelp Bt then u r refunding only 100rs if customer is self returning.  Plz return full payment according to bill...unfair to customers,refund
1125052,385283,Sat Nov 25 23:16:28 +0000 2017,@AmazonHelp submitted book to @14835 on 11/16  - still on available on amazon.,product_availability
775044,305176,Thu Oct 12 03:00:42 +0000 2017,"@AmazonHelp お返事ありがとうございます。

しかし、それは購入手続きの段階での注意書で知っていますが、水曜日の注文が今までだと遅くても金曜日には到着していたのに、4～5日もかかると判明した事への返事としては、説明不足ですね(;^_^A",delivery_issue
440466,162952,Wed Oct 25 18:25:46 +0000 2017,@AmazonHelp est ce normal ?,other
682983,282997,Thu Nov 23 12:21:16 +0000 2017,"@AmazonHelp Ok, muchas gracias.",other
2921374,397156,Wed Nov 29 10:43:51 +0000 2017,@AmazonHelp Just get my package to me today! I hope millions of people read this and see how you don't care about your customers,delivery_issue
1384084,256791,Sat Nov 25 21:49:21 +0000 2017,"@AmazonHelp Hi, it says this. No updates since the 15th, where I was told you don't have it in stock, which is weird since I pre-ordered it months before the release date. https://t.co/FaavrgVdPI",delivery_issue
493427,232632,Fri Dec 01 17:23:59 +0000 2017,@AmazonHelp Monday I think,order_status
1388465,404793,Sat Oct 28 10:46:16 +0000 2017,@AmazonHelp Ça fait un moment que je remonte des dysfonctionnements... Pourtant aucun changement :/,complaint_or_escalation
2909184,805437,Tue Nov 28 20:56:51 +0000 2017,"@AmazonHelp Directamente por Amazon España. Hoy al revisar el estado del pedido vi que había sido devuelto, pero no recibí ningún aviso.",order_status
1464284,459871,Thu Nov 02 19:11:35 +0000 2017,@AmazonHelp 8-9 nov,order_status
2192581,641745,Thu Nov 09 19:47:36 +0000 2017,"@AmazonHelp Hmm, how can it have gotten delivered if it never got delivered to the carrier? https://t.co/tD2Dgrvs1H",delivery_issue
230627,170933,Mon Oct 16 14:49:48 +0000 2017,@AmazonHelp What an amazing service still not credited my account for the broken cups,refund
1223117,406998,Thu Nov 02 11:59:21 +0000 2017,@AmazonHelp Ahí es donde entré antes y vi que el paquete ha llegado a su punto de recogida. No hay datos de la empresa de transporte...,order_status
2863440,795385,Mon Nov 27 23:20:13 +0000 2017,@AmazonHelp Saludos y muchas gracias,other
2352306,142697,Mon Nov 13 19:36:10 +0000 2017,"@AmazonHelp Thanks, I have sent an e-mail now.....",other
332785,192400,Tue Oct 10 05:19:49 +0000 2017,@AmazonHelp Still My Money not return back from AMAZON even after 4 days. Vahiyat Service by @115850 @115821 @AmazonHelp,refund
2772985,775051,Tue Nov 21 15:35:11 +0000 2017,@AmazonHelp No help at all because they are sold out in your store. So basically zero help whatsoever,product_availability
175367,157181,Fri Nov 24 23:48:45 +0000 2017,"@AmazonHelp Difficulté à avoir du stock.
Or, @157182 annonce un réassort le 5 Décembre et jusqu'à présent on m'avait promis une livraison à cette période. Maintenant on annule à nouveau cela signifie que @157182  à donc menti (une fois de plus) sur le réassort ?",product_availability
1395579,444535,Sat Oct 28 14:41:56 +0000 2017,"@AmazonHelp According to your site, since was ordered before the cut off time should be shipped the next day as an Amazon Prime order. @AmazonHelp",delivery_issue
91510,135838,Sun Dec 03 06:47:44 +0000 2017,"@AmazonHelp @119351 @18220 __email__,Mob-9717597841.I have placed an order on Amazon on 21NOV. Order ID-4__credit_card__.Not received order Still.Estimated Delivery Date of Order was 27Nov &amp;Today is3Dev.I need token of Apology of Rs1000 in AmazonPayBal. https://t.co/mVcDCpmMjc",delivery_issue
1209837,404005,Wed Oct 25 11:48:25 +0000 2017,@AmazonHelp Yes it does. I've had 2 emails saying it's out for delivery one Sunday night and one last night and it still hasn't arrived,delivery_issue
331309,194885,Sun Oct 08 05:41:11 +0000 2017,@AmazonHelp Trying to contact your customer care no and support but no response from you people,complaint_or_escalation
1521118,344118,Fri Nov 03 20:17:11 +0000 2017,@AmazonHelp I notice the delivery info on your website now shows 3 Nov - 7 Nov. Looks like I was right to have no faith in your delivery guarantee.,delivery_issue
2621024,740586,Fri Nov 17 16:24:06 +0000 2017,@AmazonHelp Ok. I will pass this along. Thank you for the quick response. 👍,other
1608708,493975,Tue Oct 17 13:29:17 +0000 2017,"@AmazonHelp Hi, I had an email saying the order is out for delivery yet the website tracker does not say this?",order_status
930108,154246,Mon Nov 20 21:11:12 +0000 2017,"@AmazonHelp Ich soll mich morgen nochmal melden, wenn die Sendung weiterhin nicht ausgeliefert werden sollte.",delivery_issue
2954521,209609,Wed Nov 29 19:05:17 +0000 2017,@AmazonHelp 29/11/2017Votre colis est en cours de livraison,order_status
759757,301536,Wed Oct 11 20:44:50 +0000 2017,"@AmazonHelp Ordered on the 5th, shipped on the 8th, and ETA is anywhere from the 17th to the 24th. But thanks for the patronizing reply.",delivery_issue
1188146,399408,Sun Oct 15 21:39:08 +0000 2017,@AmazonHelp I placed the order on https://t.co/ySe8JgJ0ke,order_status
117906,142147,Fri Nov 24 16:37:55 +0000 2017,@AmazonHelp submitted my response.,other
2614190,739010,Fri Nov 17 13:37:48 +0000 2017,@AmazonHelp 嬉しいです！もっと増やしてください！,other
351328,199580,Sun Oct 08 11:40:48 +0000 2017,@AmazonHelp Das macht mich jetzt schon ein bisschen paranoid. Führt Amazon irgendeine persönliche Vendetta gegen mich? https://t.co/FpxFDHugAr,other
856943,323493,Fri Oct 13 16:19:40 +0000 2017,@AmazonHelp @323492 Hi This customer is referring to Rugby League Team Manager 2018 https://t.co/bRyFHpMP1s,other
921197,390332,Tue Oct 24 14:59:03 +0000 2017,@AmazonHelp i want to know when u r going to resolve it,order_status
77578,132975,Thu Nov 30 12:27:24 +0000 2017,"@AmazonHelp You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ",other
2736363,766806,Tue Nov 28 12:25:11 +0000 2017,@AmazonHelp Já estou no segundo. Hahahaha comecei pelo O Herói perdido! Agora tô no O filho de Netuno! 😁,other
286334,184213,Fri Oct 06 14:59:39 +0000 2017,"@AmazonHelp Understood, but the building is closed for the day so there won't be anybody to deliver to!",delivery_issue
1262615,190898,Thu Oct 26 11:14:14 +0000 2017,@AmazonHelp 21 Sep ko delivery hui 2-3 me return apply kia. Aaj 26oct ho gayi h. Ab bol do tum ki out of date ho gya. https://t.co/8ED5lrVmUq,return_or_cancellation
140066,147600,Mon Nov 20 19:37:02 +0000 2017,"@AmazonHelp Voici : C20025897313 Parceque j'ai beau me plaindre à chaque fois (genre colis ouvert pour rentrer les articles 1 par 1 dans ma BaL), vous m'expediez de + en + par Amz Logistics et ça ne va pas mieux. Je vais bien finir par vous quitter hein…",delivery_issue
2536367,721544,Thu Nov 16 09:34:17 +0000 2017,"@AmazonHelp Are you telling me ^SM ^TD &amp; ^BZ are unfamiliar w/ @115821 policy? Your response was in question form yet, you redirect me as I ask my question. I'll take the customer service survey while you're @5925 &amp; quote me the policy. Staff would in fact know the policy. Who do you work for?",complaint_or_escalation
1751594,331458,Tue Nov 07 18:35:51 +0000 2017,"@AmazonHelp 4. the seller by trying to locate the Contact the Seller button on my order, only to find there wasn't one. I therefore tried to leave a &gt;",other
2981842,822421,Thu Nov 30 05:35:11 +0000 2017,@AmazonHelp ありがとうございます＼(^o^)／,other
1735453,524014,Tue Oct 17 20:52:50 +0000 2017,@AmazonHelp This was a lightening deal...I will have to pay more for a reorder https://t.co/RvqEcIyVDd,payment_or_billing
2804246,782180,Wed Nov 22 03:17:26 +0000 2017,@AmazonHelp Not sure what you want...USPS did not leave my package.,delivery_issue
2905096,804497,Wed Nov 29 10:09:27 +0000 2017,"@AmazonHelp Comment expliquez-vous que sur l'étiquette du colis il soit inscrit ""weight : 2kg"" alors que le pack Dron Mavic Pro Combo pèse 4,4 kg... ?
Merci de votre aide.",product_issue
1950127,579254,Wed Oct 18 20:28:49 +0000 2017,@AmazonHelp Thank you but I’m still confused. Is the home hub the same thing that’s controlling my home in my Amazon Eco (bought in September)?,technical_support
1342635,433139,Fri Oct 27 16:19:29 +0000 2017,"@AmazonHelp Oui, livraison prévue avant 20h mais colis Privé arrête de livrer à 19h et je n'ai toujours pas reçu mon colis alors qu'il est à quelques km",delivery_issue
999162,148568,Sun Oct 22 17:30:05 +0000 2017,"@AmazonHelp Second thing is as u told MSOP not guaranteed for COD method , i reffered to your COD T&amp;C and did not find any such terms (1/2) https://t.co/XHeWmk5Ns2",payment_or_billing
1421959,450492,Thu Nov 02 14:59:19 +0000 2017,"@AmazonHelp Hello, its not delivered yet. Can you please speak to delivery person and try to deliver it before 10PM??",delivery_issue
765718,303000,Sun Nov 26 08:28:57 +0000 2017,"@AmazonHelp On that link you've sent me, it says that I should get a response within 12 hours and I've heard nothing.",complaint_or_escalation
1211132,404280,Wed Oct 25 12:37:27 +0000 2017,@AmazonHelp Chatbots who have no idea what they are talking about after a while,complaint_or_escalation
38799,124466,Wed Nov 01 14:58:46 +0000 2017,@AmazonHelp No reply to my last tweet. Thank you for replying now tho :) https://t.co/fYVeqY9Quq,other
2834284,788986,Mon Nov 27 14:14:14 +0000 2017,@AmazonHelp It’s been delivered to my place of work. As far as I am aware nobody has attempted to even enter the building.,delivery_issue
317698,191821,Sat Oct 07 09:26:54 +0000 2017,@AmazonHelp Dankeschön =),other
2473475,707243,Wed Nov 15 13:01:02 +0000 2017,@AmazonHelp Thank you!!!!,other
970515,350303,Sun Oct 22 08:01:33 +0000 2017,"@AmazonHelp Sorry, I do not want you to access my account .. I just want an email through which I communicate with the management of the site ..",complaint_or_escalation
298975,187261,Fri Oct 06 20:20:30 +0000 2017,"@AmazonHelp Seriously why do they just keep getting away with it. The parcel which was left outside for hours the other day was drenched, the box was",delivery_issue
133756,146143,Tue Nov 21 20:13:23 +0000 2017,"@AmazonHelp Ja, die wissen auch nicht mehr weiter. Der Mitarbeiter gerade hat gesagt, dass er nicht weiß, warum es nicht verschickt wird. 😂",delivery_issue
661419,277597,Thu Nov 23 01:33:12 +0000 2017,@AmazonHelp its 830 PM and not out of the fulfillment center.  And it says delivery by 9 PM.  Did you even check?  Or is this just more of your read a script but do nothing customer service,delivery_issue
2752597,770572,Tue Nov 21 01:01:05 +0000 2017,@AmazonHelp Perfecto! Gracias!,other
2850708,792662,Mon Nov 27 19:25:52 +0000 2017,"@AmazonHelp ...I had a delivery date from you to the 24/7 pickup station. Tracking overview screen tells me it was delivered there, tracking detail screen tells me it was shipped to a place 130 km north instead, a @124285 inquiry gives me an agency address but no date and no opening hours.",delivery_issue
754576,300372,Wed Oct 11 15:03:48 +0000 2017,"@AmazonHelp What does that means?..

👉 Package has left the courier facility in DELHI, NEW DELHI, IN",order_status
134818,146393,Fri Nov 24 09:13:52 +0000 2017,@AmazonHelp No it hasn't and I have tried and every time I review my order it's the same thing. Can yall not just add another $25 gift card to my order?,refund
2890472,801356,Tue Nov 28 15:00:52 +0000 2017,@AmazonHelp I’ve logged in but it’s telling me I haven’t placed an order within the last 30 days so I can’t get any further to contact someone,payment_or_billing
2493707,711845,Wed Nov 15 18:52:02 +0000 2017,"@AmazonHelp Tracking says Arriving today Wednesday, November 15, orders now says Now expected 15 Nov - 17 Nov #202-6491026-1409109  Prime One-Day Delivery Royal Mail Tracked",delivery_issue
2292196,665679,Sun Nov 26 16:30:01 +0000 2017,@AmazonHelp Vendido por Amazon. Como lo solucionamos?,order_status
1157260,202707,Sun Oct 15 18:19:29 +0000 2017,@AmazonHelp Your apps consistently fail. I have to reset often. It’s right next to the router.  Just tired of it.,technical_support
215062,167098,Thu Oct 05 02:03:48 +0000 2017,@AmazonHelp Ups. Over an hour late now,delivery_issue
1580391,401959,Mon Nov 13 06:00:03 +0000 2017,@AmazonHelp Will Amazon solve my problem or I will have to take legal action,complaint_or_escalation
1423019,450690,Thu Nov 02 09:45:59 +0000 2017,@AmazonHelp You are welcome,other
2353758,680121,Mon Nov 13 18:50:54 +0000 2017,@AmazonHelp It’s saying dispatched Sunday the 12th of November,order_status
440018,219441,Wed Oct 11 09:52:52 +0000 2017,@AmazonHelp Yes. Already passed. Not got the refund,refund
1710145,518120,Thu Nov 09 10:00:34 +0000 2017,@AmazonHelp You are fooling people by sending marble in place of mobile and not responding to customers https://t.co/CSLmCe6iRE,product_issue
2297720,666952,Sun Nov 12 14:23:03 +0000 2017,@AmazonHelp Waiting for the positive response. @115850,complaint_or_escalation
434602,218249,Sat Oct 14 06:48:12 +0000 2017,"@AmazonHelp check your mail before responding, below screenshot for your reference https://t.co/erAgskAcVX",complaint_or_escalation
292875,185751,Fri Oct 06 16:55:21 +0000 2017,"@AmazonHelp Effectivement, une livraison a échoué aujourd'hui encore. L'adresse de livraison était pourtant très facile à trouver (objectivement !)",delivery_issue
457741,223703,Fri Dec 01 00:36:45 +0000 2017,@AmazonHelp They didn’t care that I was a prime member,prime_membership
476054,228165,Fri Dec 01 11:02:39 +0000 2017,@AmazonHelp We have tried this several times and all the devices .tweeting is our last resort as we have been provided no support else were and he really wants to get started is there a number to call which isn’t in America,technical_support
2399185,389945,Mon Nov 20 11:20:49 +0000 2017,@AmazonHelp Combien de minute svp 😩,order_status
1137351,387909,Fri Oct 27 06:15:39 +0000 2017,@AmazonHelp No resolution yet! Where is my money? #Amazonfraud,refund
1493742,124471,Fri Nov 03 11:09:00 +0000 2017,@AmazonHelp anyways i’ve received my Echo. Please help me renew Prime now.,prime_membership
1722919,521254,Tue Nov 07 08:55:28 +0000 2017,@AmazonHelp When asked for support this is what they send,complaint_or_escalation
944898,118701,Sun Oct 22 03:26:03 +0000 2017,@AmazonHelp Customer care.on phone gives recoded message to check the app. Is this a joke ?!?!,complaint_or_escalation
281392,183043,Fri Oct 06 11:42:35 +0000 2017,"@AmazonHelp No. I only put in the initial order an hour ago. They were quick to respond the first time, but now have not replied for about 15 minutes.",complaint_or_escalation
2863343,795365,Tue Nov 28 00:30:04 +0000 2017,@AmazonHelp サポートに問い合わせして同一アカウントなのは確認出来たのですが、やはり残高表示が出ないため調査になりました。,payment_or_billing
679900,280286,Thu Nov 23 08:06:08 +0000 2017,@AmazonHelp oh gladly. You cannot even deliver one of your own branded products  - an echo dot - without two complaints. #fail #cxfail,delivery_issue
2380804,686460,Tue Nov 14 05:55:09 +0000 2017,"@AmazonHelp いえいえ！恐縮です！
此方こそありがとうございました!!これからも宜しくお願い致します！！☺️",other
2451698,702529,Mon Oct 30 04:44:18 +0000 2017,@AmazonHelp  https://t.co/1rPRs3BRUr,other
1022898,231135,Sat Oct 14 18:58:27 +0000 2017,@AmazonHelp I emailed amazon and spoke with someone named George and he said to reply to the email with my order number. I got an email back saying: https://t.co/L4QDMvt6Ub,order_status
1397283,444641,Sat Oct 28 15:25:47 +0000 2017,@AmazonHelp ... started to play a movie and it played and reactivated the prime account charging me 7.99,prime_membership
812159,128484,Thu Oct 12 19:55:49 +0000 2017,@AmazonHelp  https://t.co/lrKiVl1Xas,other
420030,215024,Tue Oct 10 06:29:38 +0000 2017,@AmazonHelp Wat is the status..?,order_status
1566723,483565,Sat Nov 04 19:07:10 +0000 2017,@AmazonHelp L'article est bien vendu par Amazon ...,order_status
1363821,437561,Fri Oct 27 22:16:12 +0000 2017,@AmazonHelp 31 a 1 https://t.co/0L22OSUXX0,other
1005065,357888,Sat Oct 14 14:09:39 +0000 2017,@AmazonHelp Thank u. I have read how 2 con-customers cheated Amazon of 50+70 lakhs by fraud claims of receiving empty boxes. Hope my suggestion helps.,other
172303,146157,Sat Nov 25 02:10:13 +0000 2017,"@AmazonHelp LOL, literally. Called that number, was told to wait until the ""specialists"" contact me, which never happens. Your service is pathetic. I guess @115851 does not care about customers anymore. 😠",complaint_or_escalation
2312490,164356,Sun Nov 12 22:38:29 +0000 2017,@AmazonHelp Elite Trooper Digital Deluxe for Xbox One,product_availability
2234247,651722,Thu Oct 19 17:01:20 +0000 2017,"@AmazonHelp livraison en boite aux lettres, c'est vous qui devez savoir qui est le transporteur",delivery_issue
1050698,368300,Mon Oct 23 08:31:56 +0000 2017,@AmazonHelp Thank you.,other
549972,248089,Sat Dec 02 18:36:05 +0000 2017,@AmazonHelp Just because it’s 3 days out of warranty,product_issue
20471,119355,Thu Nov 02 10:02:48 +0000 2017,@AmazonHelp You talked about the Gati courier about our order,order_status
66190,131141,Tue Nov 28 14:43:15 +0000 2017,@AmazonHelp Is anyone there?? Still no response???,complaint_or_escalation
2438423,699428,Tue Nov 14 22:07:10 +0000 2017,"@AmazonHelp It doesn't help. All of the links take me to the prime signup page. I can't add my student email because your shit is broken,",prime_membership
843568,159139,Sat Nov 25 10:36:03 +0000 2017,@AmazonHelp Yes but I had to email as I can phone so it'll be to late,complaint_or_escalation
962107,348293,Sun Oct 22 12:54:26 +0000 2017,@AmazonHelp it says “not available in your location” and I just watched the First Rob Zombie Halloween.,product_availability
113728,141262,Thu Nov 23 20:58:09 +0000 2017,@AmazonHelp gracias!!,other
1374942,360295,Sat Oct 28 01:33:24 +0000 2017,"@AmazonHelp Llevo tres mensajes y ninguno me ha respondido y desde la compra, han pasado 30 días.",complaint_or_escalation
752945,297352,Wed Oct 11 14:47:21 +0000 2017,@AmazonHelp That would be appreciated. Thanks,other
684730,283430,Sun Nov 19 10:41:31 +0000 2017,"@AmazonHelp Okay
just got connected with you cc over the phone. will update you",other
872197,327067,Sun Oct 15 03:28:15 +0000 2017,@AmazonHelp @AmazonHelp doesn't even know that there is a technical support team is there. Directly saying that contact with service provider. Why ?,technical_support
93682,136304,Wed Nov 29 18:50:43 +0000 2017,"@AmazonHelp Yes, but this is becoming unacceptable. Every other order from you is late. Spoke to a rep and saw that one part of my order was available via @117795 but wouldn’t schedule the delivery for today.",delivery_issue
1548700,479417,Sat Nov 04 22:50:15 +0000 2017,"@AmazonHelp I'm using a windows 10 PC and the microsoft edge browser, the only settings I have are streaming quality (best), subtitles and volume",technical_support
2791936,779202,Tue Nov 21 20:54:14 +0000 2017,@AmazonHelp I actually want to buy a book with 'YELLOW PAGES' in it.... cover doesn't matter.,product_availability
317879,191859,Sat Oct 07 11:02:38 +0000 2017,"@AmazonHelp I'll print one in the office on Monday. I can first select the locker place and then print the label, right?",return_or_cancellation
247424,174791,Thu Oct 05 15:55:25 +0000 2017,@AmazonHelp Thankyou. The return is successful,return_or_cancellation
2475912,707772,Wed Nov 15 14:03:49 +0000 2017,@AmazonHelp I want refund so I can buy something else guys.. at least in Amazon wallet? This is really rediculous guys. I will not buy electronic product from @115850,refund
1082912,375440,Mon Oct 23 17:44:43 +0000 2017,"@AmazonHelp Product was late to ship by amazon.ca. Contact Amazon Customer Service to request info and see if shipping date could be met, or I cancel.",delivery_issue
77605,133290,Wed Nov 29 18:20:00 +0000 2017,"@AmazonHelp I don't care if its visible to public.

If things will not going on track, I'll share both the Chats here, for all the world and people can see how your executives do what they want and avoiding customers troubles.

@115851 @115821 @115850 @5339",complaint_or_escalation
1674230,385068,Mon Nov 06 13:59:40 +0000 2017,@AmazonHelp No I didn't because they were coming I was told amazon transport disgusting wait til 6.30 to say not picking one up but nothing for other,delivery_issue
546468,247068,Sat Dec 02 17:40:49 +0000 2017,@AmazonHelp Ahora me van a ignorar. Qué crueles 😭,complaint_or_escalation
950881,345552,Sat Oct 21 20:13:37 +0000 2017,"@AmazonHelp Ayer los compré y me llegaron hoy, excelente servicio 👍🏽",other
1160423,315473,Sun Oct 15 20:49:13 +0000 2017,"@AmazonHelp so, thats a ""i really dont care"", right? https://t.co/593tKCLhJr",complaint_or_escalation
364027,202273,Sun Oct 08 19:38:58 +0000 2017,@AmazonHelp We planned our day today around its arrival today.,delivery_issue
2968380,818838,Wed Nov 29 23:49:51 +0000 2017,@AmazonHelp Now showing tomorrow... https://t.co/rE5UYufNTY,delivery_issue
627750,120538,Wed Nov 22 17:46:10 +0000 2017,"@AmazonHelp I am least bothered to give you the details as you guys are not gonna do anything , Each time you commit mistake and ask for the sorry each time but commit the same mistake each and every time I am very disappointed with amazon",complaint_or_escalation
2619642,740261,Fri Nov 17 16:51:33 +0000 2017,"@AmazonHelp I tweeted my order number so surely you are able to look into it. I paid for next day shipping, hoping to get my order today. The confirmation says it will arrive next week Tuesday! This is ridiculous!",delivery_issue
101212,138149,Tue Nov 28 08:16:26 +0000 2017,@AmazonHelp  https://t.co/yXPB5kyvHo,other
2532822,274554,Mon Nov 20 09:04:52 +0000 2017,@AmazonHelp It's clearly written on box oldmrp 320 new mRP 275..why this all you explain... As a big name we trust you have to look in to this and give us genuine  price whichever applicable... Or change the seller.. It's like they are giving you at less price and you are selling morr,payment_or_billing
2205315,157760,Wed Nov 15 06:14:44 +0000 2017,"@AmazonHelp Trust me, after already almost waiting a week I’ll be right on it",delivery_issue
2877029,798639,Tue Nov 28 06:44:57 +0000 2017,@AmazonHelp Kind of. I had a refund for my first subscription due to a possibility of it being fraudulent when my credit card was breached. I resigned up afterwards and have been using Prime until I went to snag a Cyber Monday deal tonight. Now I am being charged again for my membership.,prime_membership
279908,182718,Fri Oct 06 10:16:52 +0000 2017,@AmazonHelp And then they told it will be delivered by today and if I am calling since morning he is telling it will be delivered by night,delivery_issue
842191,207912,Sun Oct 29 02:23:34 +0000 2017,@AmazonHelp Can you call me,complaint_or_escalation
1005106,353496,Sat Oct 14 13:19:32 +0000 2017,@AmazonHelp Done with all my formalities and provided all information. Looking for my product soon !!,order_status
412314,213143,Tue Oct 10 01:11:30 +0000 2017,@AmazonHelp thats the response I get?,complaint_or_escalation
176386,157501,Sat Nov 25 00:47:44 +0000 2017,"@AmazonHelp No,after I changed the password I didn’t find any email from amazon account specialist.",payment_or_billing
1587286,488265,Sat Nov 04 23:27:35 +0000 2017,@AmazonHelp @AmazonHelp nobody is rlly helping they filed a report-it’s been 11 days of this person w my account &amp; I just wanna change the login back,payment_or_billing
921460,338749,Tue Oct 31 10:38:53 +0000 2017,@AmazonHelp Form filled up do the needful.,other
970496,350300,Mon Oct 23 13:06:58 +0000 2017,@AmazonHelp Danke!,other
1856365,554003,Wed Oct 18 07:37:28 +0000 2017,@AmazonHelp your agents are not helping and now asking me to self return .that too form an area that is serviceable by courier pickup,return_or_cancellation
1438237,453794,Thu Nov 02 11:11:44 +0000 2017,"@AmazonHelp And customer wasn't very helpful and more stressful. 3 tries, 2 people, and close to 30 mins to get a decent resolution, #disappointing",complaint_or_escalation
974395,351072,Sun Oct 22 03:58:59 +0000 2017,@AmazonHelp そうでしたか。アプリからはリスト上あがってくるのに視聴出来ないのは残念ですね。また再開されることを楽しみに待ってます。,other
729259,294668,Wed Oct 11 09:01:11 +0000 2017,@AmazonHelp grazie lo stesso,other
